year,type,public_body_name,program_name,activity_name,sub_program_name,project_name,text,treasury,retained,assistance,loan,total
2014,recurrent,"Ministry of Women, Children and Youth Affairs ",Children's Right Protection  ,Creating Awareness on Child Rights,None,Digital Television Broadcasting,"Ministry of Women, Children and Youth Affairs  Children's Right Protection   Creating Awareness on Child Rights None Digital Television Broadcasting",2545000,0,,,2545000
2014,recurrent,"Ministry of Women, Children and Youth Affairs ",Children's Right Protection  ,Enhancing Children Participation ,None,Digital Television Broadcasting,"Ministry of Women, Children and Youth Affairs  Children's Right Protection   Enhancing Children Participation  None Digital Television Broadcasting",1072000,0,,,1072000
2014,recurrent,"Ministry of Women, Children and Youth Affairs ",Children's Right Protection  ,Mainstreaming of Childrens' Issue in all Organizations,None,Digital Television Broadcasting,"Ministry of Women, Children and Youth Affairs  Children's Right Protection   Mainstreaming of Childrens' Issue in all Organizations None Digital Television Broadcasting",2422500,0,,,2422500
2014,recurrent,"Ministry of Women, Children and Youth Affairs ",Children Support and Protection Service ,Ensuring the Protection of Child Wellbeing,None,Digital Television Broadcasting,"Ministry of Women, Children and Youth Affairs  Children Support and Protection Service  Ensuring the Protection of Child Wellbeing None Digital Television Broadcasting",2077350,0,,,2077350
2014,recurrent,"Ministry of Women, Children and Youth Affairs ",Children Support and Protection Service ,Ensuring Alternative Child Care and Supportive Services,None,Digital Television Broadcasting,"Ministry of Women, Children and Youth Affairs  Children Support and Protection Service  Ensuring Alternative Child Care and Supportive Services None Digital Television Broadcasting",1200000,0,,,1200000
2014,recurrent,"Ministry of Women, Children and Youth Affairs ",Youth Development,Supporting and Monitoring Youth Organization ,None,Digital Television Broadcasting,"Ministry of Women, Children and Youth Affairs  Youth Development Supporting and Monitoring Youth Organization  None Digital Television Broadcasting",7379000,0,,,7379000
2014,recurrent,"Ministry of Women, Children and Youth Affairs ",Youth Development,Mainstreaming Youth's Issues in All Organizations,None,Digital Television Broadcasting,"Ministry of Women, Children and Youth Affairs  Youth Development Mainstreaming Youth's Issues in All Organizations None Digital Television Broadcasting",14029000,0,,,14029000
2014,recurrent,"Ministry of Women, Children and Youth Affairs ",Youth Development,Youth Personality Development,None,Digital Television Broadcasting,"Ministry of Women, Children and Youth Affairs  Youth Development Youth Personality Development None Digital Television Broadcasting",6828000,0,,,6828000
2014,recurrent,National Disaster Risk Management Commission,Management and Administration,Providing Support and Service ,None,Digital Television Broadcasting,National Disaster Risk Management Commission Management and Administration Providing Support and Service  None Digital Television Broadcasting,92673000,0,,,92673000
2014,recurrent,National Disaster Risk Management Commission,Disaster Risk Reduction and Rehabilitation,Undertaking Disaster Prevention and Mitigation Activities,None,Digital Television Broadcasting,National Disaster Risk Management Commission Disaster Risk Reduction and Rehabilitation Undertaking Disaster Prevention and Mitigation Activities None Digital Television Broadcasting,9716700,0,,,9716700
2014,recurrent,National Disaster Risk Management Commission,Disaster Preparedness and Response,Disseminating Early Warning and Providing Rapid Response,None,Digital Television Broadcasting,National Disaster Risk Management Commission Disaster Preparedness and Response Disseminating Early Warning and Providing Rapid Response None Digital Television Broadcasting,10243590,0,,,10243590
2014,recurrent,National Disaster Risk Management Commission,Disaster Preparedness and Response,Partner Cooperation and Resource Mobilization,None,Digital Television Broadcasting,National Disaster Risk Management Commission Disaster Preparedness and Response Partner Cooperation and Resource Mobilization None Digital Television Broadcasting,4767500,0,,,4767500
2014,recurrent,National Disaster Risk Management Commission,Stocking and Distribution,Strategic Food & Non Food Stocking Administration & Distribution ,None,Digital Television Broadcasting,National Disaster Risk Management Commission Stocking and Distribution Strategic Food & Non Food Stocking Administration & Distribution  None Digital Television Broadcasting,67980000,0,,,67980000
2014,recurrent,National Disaster Risk Management Commission,Stocking and Distribution,Administering Quality Control Services,None,Digital Television Broadcasting,National Disaster Risk Management Commission Stocking and Distribution Administering Quality Control Services None Digital Television Broadcasting,9380300,0,,,9380300
2014,recurrent,National Disaster Risk Management Commission,Stocking and Distribution,Provide Civil Engineering Services,None,Digital Television Broadcasting,National Disaster Risk Management Commission Stocking and Distribution Provide Civil Engineering Services None Digital Television Broadcasting,8689700,0,,,8689700
2014,recurrent,National Disaster Risk Management Commission,Stocking and Distribution,Provide Logistic Operation Management  ,None,Digital Television Broadcasting,National Disaster Risk Management Commission Stocking and Distribution Provide Logistic Operation Management   None Digital Television Broadcasting,8018377400,0,,,8018377400
2014,recurrent,National Disaster Risk Management Commission,Disaster Risk Management Research & Training ,Provide Disaster Risk Management Research & Training Service,None,Digital Television Broadcasting,National Disaster Risk Management Commission Disaster Risk Management Research & Training  Provide Disaster Risk Management Research & Training Service None Digital Television Broadcasting,9792740,0,,,9792740
2014,recurrent,Ethiopian Patriotic Association,None,Ethiopian Patriotic Association,None,Digital Television Broadcasting,Ethiopian Patriotic Association None Ethiopian Patriotic Association None Digital Television Broadcasting,1.5e+07,0,,,1.5e+07
2014,recurrent,Ethiopian Red Cross Association,None,Ethiopian Red Cross Association,None,Digital Television Broadcasting,Ethiopian Red Cross Association None Ethiopian Red Cross Association None Digital Television Broadcasting,5e+06,0,,,5e+06
2014,recurrent,Tourism Ethiopia,None,Tourism Ethiopia,None,Digital Television Broadcasting,Tourism Ethiopia None Tourism Ethiopia None Digital Television Broadcasting,4e+07,0,,,4e+07
2014,recurrent,Public Employees Social Security Agency,None,Public Employees Social Security Agency,None,Digital Television Broadcasting,Public Employees Social Security Agency None Public Employees Social Security Agency None Digital Television Broadcasting,218448940,0,,,218448940
2014,recurrent,Public Service Employee Transport Service Enterprise,None,Public Service Employee Transport Service ,None,Digital Television Broadcasting,Public Service Employee Transport Service Enterprise None Public Service Employee Transport Service  None Digital Television Broadcasting,298302529,0,,,298302529
2014,recurrent,Ethiopian Acadamy of Sciences,None,Ethiopian Acadamy of Science,None,Digital Television Broadcasting,Ethiopian Acadamy of Sciences None Ethiopian Acadamy of Science None Digital Television Broadcasting,1e+07,0,,,1e+07
2014,recurrent,Internal Debt,None,Principal Payment,None,Digital Television Broadcasting,Internal Debt None Principal Payment None Digital Television Broadcasting,694200000,0,,,694200000
2014,recurrent,Internal Debt,None,Interest Payment,None,Digital Television Broadcasting,Internal Debt None Interest Payment None Digital Television Broadcasting,12607400000,0,,,12607400000
2014,recurrent,External Debt,None,Principal Repayment,None,Digital Television Broadcasting,External Debt None Principal Repayment None Digital Television Broadcasting,18956269000,0,,,18956269000
2014,recurrent,External Debt,None,Interest Payment,None,Digital Television Broadcasting,External Debt None Interest Payment None Digital Television Broadcasting,12857933000,0,,,12857933000
2014,recurrent,Commitments,None,Commitments ,None,Digital Television Broadcasting,Commitments None Commitments  None Digital Television Broadcasting,1e+09,0,,,1e+09
2014,recurrent,Provision For Salary and Operating Expenditure,None,Salary and Allowances,None,Digital Television Broadcasting,Provision For Salary and Operating Expenditure None Salary and Allowances None Digital Television Broadcasting,2993500000,0,,,2993500000
2014,recurrent,Provision For Salary and Operating Expenditure,None,Operating Expenses,None,Digital Television Broadcasting,Provision For Salary and Operating Expenditure None Operating Expenses None Digital Television Broadcasting,7274328449,0,,,7274328449
2014,recurrent,Provision For Bank Charges,None,Various Bank Charges,None,Digital Television Broadcasting,Provision For Bank Charges None Various Bank Charges None Digital Television Broadcasting,1e+07,0,,,1e+07
2014,capital,House of The People's Representatives,Management and Administration ,Providing Support and Service,none,House of the People's Representatives and House of Federation Building Construction,House of The People's Representatives Management and Administration  Providing Support and Service none House of the People's Representatives and House of Federation Building Construction,59689000,,0,0,59689000
2014,capital,Palace Administration,State Banquet Service,None,Study and Design,Bahir Dar Palace & Guest House Construction,Palace Administration State Banquet Service None Study and Design Bahir Dar Palace & Guest House Construction,102880000,,0,0,102880000
2014,capital,Palace Administration,State Banquet Service,None,Study and Design,Heritage & Other Buildings Study & Design,Palace Administration State Banquet Service None Study and Design Heritage & Other Buildings Study & Design,5e+06,,0,0,5e+06
2014,capital,Palace Administration,State Banquet Service,None,Study and Design,Wondo Genet Resort and Guset House Construction,Palace Administration State Banquet Service None Study and Design Wondo Genet Resort and Guset House Construction,1.5e+07,,0,0,1.5e+07
2014,capital,Palace Administration,State Banquet Service,None,Study and Construction,Koka & Melkassa Palace Landscape ,Palace Administration State Banquet Service None Study and Construction Koka & Melkassa Palace Landscape ,5e+06,,0,0,5e+06
2014,capital,Palace Administration,State Banquet Service,Building Construction,Oromya Zone Yeka Development Park ,Oromya Environ Zone Yeka Development Park,Palace Administration State Banquet Service Building Construction Oromya Zone Yeka Development Park  Oromya Environ Zone Yeka Development Park,250120000,,0,0,250120000
2014,capital,Palace Administration,Palace Museums & Heritages Conservation,Museum Servicing & Heritage Conservation ,None,Mekele Palace and Guest House,Palace Administration Palace Museums & Heritages Conservation Museum Servicing & Heritage Conservation  None Mekele Palace and Guest House,1.07e+08,,0,0,1.07e+08
2014,capital,Palace Administration,Palace Museums & Heritages Conservation,Museum Servicing & Heritage Conservation ,None,Horse Sporting Entertainment,Palace Administration Palace Museums & Heritages Conservation Museum Servicing & Heritage Conservation  None Horse Sporting Entertainment,1.5e+07,,0,0,1.5e+07
2014,capital,Ministry of Peace,Federalism and Pastoral,Enhancing Implementation Capacity in Pastoral Region,Low lands livelihood Resiliance Projects,Managing Integrated Range land Development      ,Ministry of Peace Federalism and Pastoral Enhancing Implementation Capacity in Pastoral Region Low lands livelihood Resiliance Projects Managing Integrated Range land Development      ,0,,279824000,818173595,1097997595
2014,capital,Ministry of Peace,Federalism and Pastoral,Enhancing Implementation Capacity in Pastoral Region,Low lands livelihood Resiliance Projects,Livelihood Improvement and Diversification,Ministry of Peace Federalism and Pastoral Enhancing Implementation Capacity in Pastoral Region Low lands livelihood Resiliance Projects Livelihood Improvement and Diversification,0,,182161400,456347800,638509200
2014,capital,Ministry of Peace,Federalism and Pastoral,Enhancing Implementation Capacity in Pastoral Region,Low lands livelihood Resiliance Projects,Improving Basic Service and Capacity Building ,Ministry of Peace Federalism and Pastoral Enhancing Implementation Capacity in Pastoral Region Low lands livelihood Resiliance Projects Improving Basic Service and Capacity Building ,0,,67004400,351771600,418776000
2014,capital,Ministry of Peace,Federalism and Pastoral,Enhancing Implementation Capacity in Pastoral Region,Low lands livelihood Resiliance Projects,"Project Managemant ,Monitoring and Evaluation","Ministry of Peace Federalism and Pastoral Enhancing Implementation Capacity in Pastoral Region Low lands livelihood Resiliance Projects Project Managemant ,Monitoring and Evaluation",0,,90320500,474183200,564503700
2014,capital,Ministry of Peace,Peace Value,Building Value of Peace  ,None,National Volunteer Service Project,Ministry of Peace Peace Value Building Value of Peace   None National Volunteer Service Project,716405500,,0,0,716405500
2014,capital,Ministry of Peace,Administrative Modernization ,Developing Modern Information System,None,Nationa Identity Authorization Project,Ministry of Peace Administrative Modernization  Developing Modern Information System None Nationa Identity Authorization Project,133594500,,0,0,133594500
2014,capital,Federal Attorney General,Management and Administration,Providing Support and Service,none,Arada Justice Office Building Construction,Federal Attorney General Management and Administration Providing Support and Service none Arada Justice Office Building Construction,1.5e+07,,0,0,1.5e+07
2014,capital,Federal Attorney General,Management and Administration,Providing Support and Service,none,Addis Ketema Justice Office Building Construction,Federal Attorney General Management and Administration Providing Support and Service none Addis Ketema Justice Office Building Construction,1.5e+07,,0,0,1.5e+07
2014,capital,Federal Attorney General,Management and Administration,Providing Support and Service,none,Kolfe Keranio Justice Office Building Construction,Federal Attorney General Management and Administration Providing Support and Service none Kolfe Keranio Justice Office Building Construction,90350000,,0,0,90350000
2014,capital,Federal Attorney General,Management and Administration,Providing Support and Service,none,Nefas Selke Justice Office Building Construction,Federal Attorney General Management and Administration Providing Support and Service none Nefas Selke Justice Office Building Construction,6e+07,,0,0,6e+07
2014,capital,Federal Attorney General,Management and Administration,Providing Support and Service,none,Attorney General Building Maitenance,Federal Attorney General Management and Administration Providing Support and Service none Attorney General Building Maitenance,4.5e+07,,0,0,4.5e+07
2014,capital,Federal Supreme Court,Management and Administraion,Providing Support and Service,None,Connecting Courts through Wide Area Network,Federal Supreme Court Management and Administraion Providing Support and Service None Connecting Courts through Wide Area Network,9.2e+07,,0,0,9.2e+07
2014,capital,Federal Supreme Court,Management and Administraion,Providing Support and Service,None, Federal Supreme Court Fence Building,Federal Supreme Court Management and Administraion Providing Support and Service None  Federal Supreme Court Fence Building,1.2e+07,,0,0,1.2e+07
2014,capital,Justice and Legal System Research and Training Institute,Support and Followup of Reform Program,Conducting Followup and Support for Reform Program,None,Legal Education & training Reform Program,Justice and Legal System Research and Training Institute Support and Followup of Reform Program Conducting Followup and Support for Reform Program None Legal Education & training Reform Program,2.3e+07,,0,0,2.3e+07
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Federal Polic Commision Forensic Building Construction,Federal Police Commision Management and Administration Providing Support and Service None Federal Polic Commision Forensic Building Construction,4e+06,,0,0,4e+06
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Ethiopian Police College Training Expansion,Federal Police Commision Management and Administration Providing Support and Service None Ethiopian Police College Training Expansion,78350002,,0,0,78350002
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Addis Ababa City Fereral Police Members of Crime Prevention Housing Construction,Federal Police Commision Management and Administration Providing Support and Service None Addis Ababa City Fereral Police Members of Crime Prevention Housing Construction,6e+07,,0,0,6e+07
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Federal Police Members Crime Prevention Housing Construction,Federal Police Commision Management and Administration Providing Support and Service None Federal Police Members Crime Prevention Housing Construction,62108323,,0,0,62108323
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Construction of Federal Rapid Force Camp ,Federal Police Commision Management and Administration Providing Support and Service None Construction of Federal Rapid Force Camp ,195835411,,0,0,195835411
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,"Construction of Engineering, Vehicle Maintenance and Property Administration Office Building","Federal Police Commision Management and Administration Providing Support and Service None Construction of Engineering, Vehicle Maintenance and Property Administration Office Building",34056264,,0,0,34056264
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Construction of Ethiopia's Police College Water Driling Projet ,Federal Police Commision Management and Administration Providing Support and Service None Construction of Ethiopia's Police College Water Driling Projet ,1.5e+07,,0,0,1.5e+07
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Federal Police Commission Music and Theater Building Construction,Federal Police Commision Management and Administration Providing Support and Service None Federal Police Commission Music and Theater Building Construction,2.1e+07,,0,0,2.1e+07
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Federal Police Commission Head Office Fence Construction,Federal Police Commision Management and Administration Providing Support and Service None Federal Police Commission Head Office Fence Construction,1150000,,0,0,1150000
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,"Information Technology ,Higher Club and Training Center Building","Federal Police Commision Management and Administration Providing Support and Service None Information Technology ,Higher Club and Training Center Building",3e+07,,0,0,3e+07
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Referral Hospital Building of Harer  ,Federal Police Commision Management and Administration Providing Support and Service None Referral Hospital Building of Harer  ,1e+07,,0,0,1e+07
2014,capital,Federal Police Commision,Management and Administration,Providing Support and Service,None,Federal Police Crime Prevention Sector Office Building,Federal Police Commision Management and Administration Providing Support and Service None Federal Police Crime Prevention Sector Office Building,1e+07,,0,0,1e+07
2014,capital,Federal Prison Commission,Basic Needs,Providing Basic Needs Service,none,Diredawa all-round Prison Center Building Construction,Federal Prison Commission Basic Needs Providing Basic Needs Service none Diredawa all-round Prison Center Building Construction,93860000,,0,0,93860000
2014,capital,Federal Prison Commission,Basic Needs,Providing Basic Needs Service,none,"Addis Ababa Prison Center Prisoners' Living Room Construction and 
 General Hospital Expansion ","Federal Prison Commission Basic Needs Providing Basic Needs Service none Addis Ababa Prison Center Prisoners' Living Room Construction and 
 General Hospital Expansion ",140460000,,0,0,140460000
2014,capital,Federal Prison Commission,Basic Needs,Providing Basic Needs Service,none,Shoa-Robbit Rehabilitation & Development Prison Center Building Construction ,Federal Prison Commission Basic Needs Providing Basic Needs Service none Shoa-Robbit Rehabilitation & Development Prison Center Building Construction ,148030000,,0,0,148030000
2014,capital,Federal Prison Commission,Basic Needs,Providing Basic Needs Service,none,Zeway Rehabilitation & Development Prison Center Building Construction,Federal Prison Commission Basic Needs Providing Basic Needs Service none Zeway Rehabilitation & Development Prison Center Building Construction,123360000,,0,0,123360000
2014,capital,Federal Prison Commission,Basic Needs,Providing Basic Needs Service,none,Aleltu Training Center School Building,Federal Prison Commission Basic Needs Providing Basic Needs Service none Aleltu Training Center School Building,65020000,,0,0,65020000
2014,capital,Federal Prison Commission,Basic Needs,Providing Basic Needs Service,none,Rehabilitation and Development Prison Administration Expansion Building in Alage,Federal Prison Commission Basic Needs Providing Basic Needs Service none Rehabilitation and Development Prison Administration Expansion Building in Alage,29270000,,0,0,29270000
2014,capital,"Emigration, Citizenship and Vital Events Agency","Data, Documentation and Technology System Administration",Strengthening Vital Events Registration Technology System,None,Integrated Immigration and Vital Event Information System Project,"Emigration, Citizenship and Vital Events Agency Data, Documentation and Technology System Administration Strengthening Vital Events Registration Technology System None Integrated Immigration and Vital Event Information System Project",17420000,,0,0,17420000
2014,capital,Artificial Intelligence Center,Management and Administration,Providing Support and Services,None,National Artificial Intelligence  Datacenter Deployment Project,Artificial Intelligence Center Management and Administration Providing Support and Services None National Artificial Intelligence  Datacenter Deployment Project,50415110,,0,0,50415110
2014,capital,Artificial Intelligence Center,Research and Development,Preparing Prototype and Developmental Research Results ,None,National Artificial Intelligence Research Laboratory setup Project,Artificial Intelligence Center Research and Development Preparing Prototype and Developmental Research Results  None National Artificial Intelligence Research Laboratory setup Project,85467700,,0,0,85467700
2014,capital,Federal First Instance Court,Management and Administration,Providing Support and Service,None,Diredawa Office Building,Federal First Instance Court Management and Administration Providing Support and Service None Diredawa Office Building,1.5e+07,,0,0,1.5e+07
2014,capital,Ethiopian Police University,Management and Administration,Providing Support and Service,None,Ethiopian Police Universtiy Fronsic Training Center Building,Ethiopian Police University Management and Administration Providing Support and Service None Ethiopian Police Universtiy Fronsic Training Center Building,2.8e+07,,0,0,2.8e+07
2014,capital,Ethiopian Police University,Management and Administration,Providing Support and Service,None,Federal Police Construction of Training Center for New Police Candidates ,Ethiopian Police University Management and Administration Providing Support and Service None Federal Police Construction of Training Center for New Police Candidates ,6.2e+07,,0,0,6.2e+07
2014,capital,Ethiopian Police University,Management and Administration,Providing Support and Service,None,Guest House Security House and Fence Building ,Ethiopian Police University Management and Administration Providing Support and Service None Guest House Security House and Fence Building ,3.5e+07,,0,0,3.5e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Djibouti Embassy Chancery & Residential Building Maintenance,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Djibouti Embassy Chancery & Residential Building Maintenance,2.4e+07,,0,0,2.4e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Beijing Embassy Residential & Office Building Design Study,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Beijing Embassy Residential & Office Building Design Study,3e+07,,0,0,3e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Dakar Embassy Residential Building Maintenance Study,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Dakar Embassy Residential Building Maintenance Study,3500000,,0,0,3500000
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Moscow Mission Building Maintenance Study,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Moscow Mission Building Maintenance Study,2.5e+07,,0,0,2.5e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Abidjan Embassy Residential & Office Building Design Study,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Abidjan Embassy Residential & Office Building Design Study,3e+07,,0,0,3e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Peritoria Office & Residential Building Maintainance Design Study,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Peritoria Office & Residential Building Maintainance Design Study,4500000,,0,0,4500000
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Berlin  Residential Building  Maintainance Design Study,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Berlin  Residential Building  Maintainance Design Study,1.1e+07,,0,0,1.1e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Abuja  Office & Residential Building Maintainance Design Study,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Abuja  Office & Residential Building Maintainance Design Study,3e+07,,0,0,3e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Ethiopia Property Management & Expansion Works in Jerusalem,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Ethiopia Property Management & Expansion Works in Jerusalem,2.5e+07,,0,0,2.5e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Ethiopian Public Property Building Maintenance in Djibouti					,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Ethiopian Public Property Building Maintenance in Djibouti					,21495000,,0,0,21495000
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Pretoria Residential House Building,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Pretoria Residential House Building,3e+07,,0,0,3e+07
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Ottawa Ambassador's House Maintenance,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Ottawa Ambassador's House Maintenance,4500000,,0,0,4500000
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Dodoma Office & Residential House Building,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Dodoma Office & Residential House Building,3200000,,0,0,3200000
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none,Kigali Office & Residential House Building,Ministry of Foreign Affairs Management and Administration Providing Support and Service none Kigali Office & Residential House Building,3200000,,0,0,3200000
2014,capital,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,none, Nairobi-Kenya Commercial Center Building ,Ministry of Foreign Affairs Management and Administration Providing Support and Service none  Nairobi-Kenya Commercial Center Building ,4605000,,0,0,4605000
2014,capital,Ministry of Finance ,Managemant and Administration,Providing Support and Service,none,Tigray Rehabilitation Project,Ministry of Finance  Managemant and Administration Providing Support and Service none Tigray Rehabilitation Project,1162211000,,0,0,1162211000
2014,capital,Ministry of Finance ,Government Finance & Fiscal Policy,Improving Fiscal tax policy and Administrating Public Finance,None,Integrated Financial Management Information System,Ministry of Finance  Government Finance & Fiscal Policy Improving Fiscal tax policy and Administrating Public Finance None Integrated Financial Management Information System,450469340,,0,0,450469340
2014,capital,Ministry of Finance ,Government Finance & Fiscal Policy,Improving Fiscal tax policy and Administrating Public Finance,None,Government Finance Management Reform,Ministry of Finance  Government Finance & Fiscal Policy Improving Fiscal tax policy and Administrating Public Finance None Government Finance Management Reform,0,,0,176256200,176256200
2014,capital,Central Statistics Agency,National Integrated Survey,"Preparing Agriculture, Business & Demographics Statistics Survey Reports  ",None,National Integrated Survey ,"Central Statistics Agency National Integrated Survey Preparing Agriculture, Business & Demographics Statistics Survey Reports   None National Integrated Survey ",393200390,,0,0,393200390
2014,capital,Central Statistics Agency,National Integrated Survey,"Preparing Agriculture, Business & Demographics Statistics Survey Reports  ",None,Population Census ,"Central Statistics Agency National Integrated Survey Preparing Agriculture, Business & Demographics Statistics Survey Reports   None Population Census ",3894540,,0,0,3894540
2014,capital,Central Statistics Agency,National Statistics System Coordination ,Extending & Intensifying Data Collection,None,Statistical System Assessment Document,Central Statistics Agency National Statistics System Coordination  Extending & Intensifying Data Collection None Statistical System Assessment Document,6047060,,0,0,6047060
2014,capital,Civil Service Commission,Human Resource Compitency  and  HR law Implementation ,Enhencing Capacity and Competent Human Resource System ,None,Civil service competency frame-work preparation project,Civil Service Commission Human Resource Compitency  and  HR law Implementation  Enhencing Capacity and Competent Human Resource System  None Civil service competency frame-work preparation project,33299399,,0,0,33299399
2014,capital,Civil Service Commission,Human Resource Compitency  and  HR law Implementation ,Organizing and Digitalizing Human Resources Information System,Capacity Building Projects,Integrated Civil Service Management Information System,Civil Service Commission Human Resource Compitency  and  HR law Implementation  Organizing and Digitalizing Human Resources Information System Capacity Building Projects Integrated Civil Service Management Information System,47164000,,0,0,47164000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Bahir Dar Branch Office Building,Ministry of Revenue  Management and Administration Providing Support and Service None Bahir Dar Branch Office Building,39990000,,0,0,39990000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Adama Branch Office Building,Ministry of Revenue  Management and Administration Providing Support and Service None Adama Branch Office Building,5581000,,0,0,5581000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Hawassa Branch Office Building,Ministry of Revenue  Management and Administration Providing Support and Service None Hawassa Branch Office Building,5581000,,0,0,5581000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Mekele Branch Office Buliding,Ministry of Revenue  Management and Administration Providing Support and Service None Mekele Branch Office Buliding,39980000,,0,0,39980000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Jimma Branch Office Building,Ministry of Revenue  Management and Administration Providing Support and Service None Jimma Branch Office Building,50600000,,0,0,50600000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Electronic Single Open Window Service ,Ministry of Revenue  Management and Administration Providing Support and Service None Electronic Single Open Window Service ,1.5e+08,,0,0,1.5e+08
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Custom Invesigation Laboratory Center Building,Ministry of Revenue  Management and Administration Providing Support and Service None Custom Invesigation Laboratory Center Building,55888000,,0,0,55888000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,East Addis Ababa Branch Office's Building & Study Design ,Ministry of Revenue  Management and Administration Providing Support and Service None East Addis Ababa Branch Office's Building & Study Design ,41800000,,0,0,41800000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Head Office Building DSB,Ministry of Revenue  Management and Administration Providing Support and Service None Head Office Building DSB,20680000,,0,0,20680000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Medium Tax Payers Branch Office Building & Design Study,Ministry of Revenue  Management and Administration Providing Support and Service None Medium Tax Payers Branch Office Building & Design Study,41800000,,0,0,41800000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Top RANK Tax payers Branch Office Building & Design Study,Ministry of Revenue  Management and Administration Providing Support and Service None Top RANK Tax payers Branch Office Building & Design Study,41800000,,0,0,41800000
2014,capital,Ministry of Revenue ,Management and Administration,Providing Support and Service,None,Integrated Tax Adminstration System-ITAS,Ministry of Revenue  Management and Administration Providing Support and Service None Integrated Tax Adminstration System-ITAS,1.45e+08,,0,0,1.45e+08
2014,capital,Ministry of Innovation and Technology ,Managemant and Administration,Providing Support and Service,none,Science and Technology Center/Complex Building,Ministry of Innovation and Technology  Managemant and Administration Providing Support and Service none Science and Technology Center/Complex Building,7.4e+07,,0,0,7.4e+07
2014,capital,Ministry of Innovation and Technology ,Innovation Development and Research,"Innovation, Technology and Research for Improving Productivity and Competitiveness",None,Establishing Science and Technology School for Talented Student,"Ministry of Innovation and Technology  Innovation Development and Research Innovation, Technology and Research for Improving Productivity and Competitiveness None Establishing Science and Technology School for Talented Student",7e+07,,0,0,7e+07
2014,capital,Ministry of Innovation and Technology ,Innovation Development and Research,"Innovation, Technology and Research for Improving Productivity and Competitiveness",None,Model Science and Technology Library Center,"Ministry of Innovation and Technology  Innovation Development and Research Innovation, Technology and Research for Improving Productivity and Competitiveness None Model Science and Technology Library Center",3e+07,,0,0,3e+07
